1_0_0_1_0_0_463159_0_0_0               |                                                   |  1_0_0_463159=simayazadiirannationaltv                   |  =--------
1_0_1_28AF_0_0_302EB6_0_0_0            |  Playboy TV                                       |  28AF_0_0_302EB6=--------                                |  playboy tv=playboytv
1_0_1_387_CF_1_3200000_0_0_0           |  Playboy TV                                       |  387_CF_1_3200000=--------                               |  playboy tv=playboytv
1_0_19_CA8_51A4_16E_A00000_0_0_0       |  Playboy TV HD                                    |  CA8_51A4_16E_A00000=--------                            |  playboy tv hd=playboytv
1_0_1_156_8_3_130000_0_0_0             |  Playboy TV HD                                    |  156_8_3_130000=--------                                 |  playboy tv hd=playboytv
1_0_19_3F8_AF1_BB_E080000_0_0_0        |  Plus HD                                          |  3F8_AF1_BB_E080000=--------                             |  plus hd=jojplus
1_0_16_17E0_C_55_300000_0_0_0          |  Plus Plus                                        |  17E0_C_55_300000=--------                               |  plus plus=plusplus
1_0_16_182C_C_55_300000_0_0_0          |  Plus Plus                                        |  182C_C_55_300000=--------                               |  plus plus=plusplus
1_0_16_879_2_FF00_2032C1A_0_0_0        |  PlusTV                                           |  879_2_FF00_2032C1A=--------                             |  plustv=--------
1_0_1_1DB5_82D_2_11A0000_0_0_0         |  PoliticsPunjab                                   |  1DB5_82D_2_11A0000=--------                             |  politicspunjab=politicspunjab
1_0_1_429A_2BC0_13E_820000_0_0_0       |  Polo TV                                          |  429A_2BC0_13E_820000=--------                           |  polo tv=polotv
1_0_1_42C2_2BC0_13E_820000_0_0_0       |  Polo TV                                          |  42C2_2BC0_13E_820000=--------                           |  polo tv=polotv
1_0_1_423C_3DB8_13E_820000_0_0_0       |  Polonia 1                                        |  423C_3DB8_13E_820000=--------                           |  polonia 1=polonia1
1_0_1_339A_3390_71_820000_0_0_0        |  Polsat 2 HD                                      |  339A_3390_71_820000=--------                            |  polsat 2 hd=polsat2
1_0_1_33AA_3390_71_820000_0_0_0        |  Polsat 2 HD                                      |  33AA_3390_71_820000=--------                            |  polsat 2 hd=polsat2
1_0_1_33BA_3390_71_820000_0_0_0        |  Polsat 2 HD                                      |  33BA_3390_71_820000=--------                            |  polsat 2 hd=polsat2
1_0_1_3396_3390_71_820000_0_0_0        |  Polsat Cafe HD                                   |  3396_3390_71_820000=--------                            |  polsat cafe hd=polsatcafe
1_0_1_33A6_3390_71_820000_0_0_0        |  Polsat Cafe HD                                   |  33A6_3390_71_820000=--------                            |  polsat cafe hd=polsatcafe
1_0_1_33B6_3390_71_820000_0_0_0        |  Polsat Cafe HD                                   |  33B6_3390_71_820000=--------                            |  polsat cafe hd=polsatcafe
1_0_1_33C6_3390_71_820000_0_0_0        |  Polsat Cafe HD                                   |  33C6_3390_71_820000=--------                            |  polsat cafe hd=polsatcafe
1_0_1_33D6_3390_71_820000_0_0_0        |  Polsat Cafe HD                                   |  33D6_3390_71_820000=--------                            |  polsat cafe hd=polsatcafe
1_0_1_10_1964_13E_820000_0_0_0         |  Polsat Comedy Central Extra                      |  10_1964_13E_820000=--------                             |  polsat comedy central extra=polsatcomedycentralextrahd
1_0_1_C23_1E78_71_820000_0_0_0         |  Polsat Doku HD                                   |  C23_1E78_71_820000=--------                             |  polsat doku hd=polsatdoku
1_0_1_C37_1E78_71_820000_0_0_0         |  Polsat Doku HD                                   |  C37_1E78_71_820000=--------                             |  polsat doku hd=polsatdoku
1_0_1_3E1F_2EE0_13E_820000_0_0_0       |  Polsat Film 2 HD                                 |  3E1F_2EE0_13E_820000=--------                           |  polsat film 2 hd=polsatfilm2
1_0_1_3398_3390_71_820000_0_0_0        |  Polsat Film HD                                   |  3398_3390_71_820000=--------                            |  polsat film hd=polsatfilm
1_0_1_33A8_3390_71_820000_0_0_0        |  Polsat Film HD                                   |  33A8_3390_71_820000=--------                            |  polsat film hd=polsatfilm
1_0_1_33B8_3390_71_820000_0_0_0        |  Polsat Film HD                                   |  33B8_3390_71_820000=--------                            |  polsat film hd=polsatfilm
1_0_1_33C8_3390_71_820000_0_0_0        |  Polsat Film HD                                   |  33C8_3390_71_820000=--------                            |  polsat film hd=polsatfilm
1_0_1_4284_2BC0_13E_820000_0_0_0       |  Polsat Games HD                                  |  4284_2BC0_13E_820000=--------                           |  polsat games hd=polsatgames
1_0_1_4285_2BC0_13E_820000_0_0_0       |  Polsat Games HD                                  |  4285_2BC0_13E_820000=--------                           |  polsat games hd=polsatgames
1_0_1_3391_3390_71_820000_0_0_0        |  Polsat HD                                        |  3391_3390_71_820000=--------                            |  polsat hd=polsat
1_0_1_33A1_3390_71_820000_0_0_0        |  Polsat HD                                        |  33A1_3390_71_820000=--------                            |  polsat hd=polsat
1_0_1_33B1_3390_71_820000_0_0_0        |  Polsat HD                                        |  33B1_3390_71_820000=--------                            |  polsat hd=polsat
1_0_1_1CB7_1CE8_71_820000_0_0_0        |  Polsat Jim Jam                                   |  1CB7_1CE8_71_820000=--------                            |  polsat jim jam=jimjampolsat
1_0_1_4293_2BC0_13E_820000_0_0_0       |  Polsat Music HD                                  |  4293_2BC0_13E_820000=--------                           |  polsat music hd=polsatmusichd
1_0_1_4294_2BC0_13E_820000_0_0_0       |  Polsat Music HD                                  |  4294_2BC0_13E_820000=--------                           |  polsat music hd=polsatmusichd
1_0_1_3333_3390_71_820000_0_0_0        |  Polsat News 2 HD                                 |  3333_3390_71_820000=--------                            |  polsat news 2 hd=polsatnews2
1_0_1_3343_3390_71_820000_0_0_0        |  Polsat News 2 HD                                 |  3343_3390_71_820000=--------                            |  polsat news 2 hd=polsatnews2
1_0_1_3353_3390_71_820000_0_0_0        |  Polsat News 2 HD                                 |  3353_3390_71_820000=--------                            |  polsat news 2 hd=polsatnews2
1_0_1_3363_3390_71_820000_0_0_0        |  Polsat News 2 HD                                 |  3363_3390_71_820000=--------                            |  polsat news 2 hd=polsatnews2
1_0_1_3399_3390_71_820000_0_0_0        |  Polsat News HD                                   |  3399_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33A9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33A9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33B9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33B9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33C9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33C9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33D9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33D9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33E9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33E9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_33F9_3390_71_820000_0_0_0        |  Polsat News HD                                   |  33F9_3390_71_820000=--------                            |  polsat news hd=polsatnews
1_0_1_1CBE_1CE8_71_820000_0_0_0        |  Polsat News Polityka HD                          |  1CBE_1CE8_71_820000=--------                            |  polsat news polityka hd=polsatnewspolityka
1_0_1_1CBF_1CE8_71_820000_0_0_0        |  Polsat News Polityka HD                          |  1CBF_1CE8_71_820000=--------                            |  polsat news polityka hd=polsatnewspolityka
1_0_1_3392_3390_71_820000_0_0_0        |  Polsat Play HD                                   |  3392_3390_71_820000=--------                            |  polsat play hd=polsatplay
1_0_1_33A2_3390_71_820000_0_0_0        |  Polsat Play HD                                   |  33A2_3390_71_820000=--------                            |  polsat play hd=polsatplay
1_0_1_33B2_3390_71_820000_0_0_0        |  Polsat Play HD                                   |  33B2_3390_71_820000=--------                            |  polsat play hd=polsatplay
1_0_1_33C2_3390_71_820000_0_0_0        |  Polsat Play HD                                   |  33C2_3390_71_820000=--------                            |  polsat play hd=polsatplay
1_0_1_33D2_3390_71_820000_0_0_0        |  Polsat Play HD                                   |  33D2_3390_71_820000=--------                            |  polsat play hd=polsatplay
1_0_1_3E21_2EE0_13E_820000_0_0_0       |  Polsat Reality HD                                |  3E21_2EE0_13E_820000=--------                           |  polsat reality hd=polsatreality
1_0_1_1C8F_1CE8_71_820000_0_0_0        |  Polsat Rodzina HD                                |  1C8F_1CE8_71_820000=--------                            |  polsat rodzina hd=polsatrodzina
1_0_1_1CAC_1CE8_71_820000_0_0_0        |  Polsat Seriale HD                                |  1CAC_1CE8_71_820000=--------                            |  polsat seriale hd=polsatseriale
